Subject,Action,Object,Exception-Condition,Resource-Usage,Time-stamp,flag
User2,Cut,File1,1,32.56,2016:04:02:22:50:42,normal
User2,Cut,File1,1,37.58,2016:04:02:22:54:31,normal
User3,Execute,wmp.exe,1,114.83,2016:04:02:22:55:11,normal
User5,Execute,ps.exe,1,110.35,2016:04:02:22:59:03,normal
User4,Execute,cmd.exe,1,1.95,2016:04:02:23:01:13,normal
User3,Delete,File3,1,2.06,2016:04:02:23:07:13,normal
User1,Execute,GChrome.exe,1,118.07,2016:04:02:23:11:57,normal
User5,Read,File3,1,1.21,2016:04:02:23:13:01,normal
User2,Execute,ps.exe,1,125.13,2016:04:02:23:14:33,normal
User4,Delete,File2,1,19.34,2016:04:02:23:15:59,normal
User4,Execute,notepad.exe,1,11.91,2016:04:02:23:18:58,normal
User1,Read,File1,1,50.38,2016:04:02:23:20:35,normal
User2,Cut,File2,1,38.97,2016:04:02:23:23:38,normal
User2,Execute,cmd.exe,1,1.11,2016:04:02:23:26:47,normal
User5,Delete,File1,1,29.21,2016:04:02:23:28:20,normal
User1,Execute,ps.exe,1,34.83,2016:04:02:23:31:15,normal
User5,Delete,File1,1,50.19,2016:04:02:23:32:03,normal
User5,Cut,File2,1,23.98,2016:04:02:23:35:26,normal
User4,Execute,GChrome.exe,1,84.4,2016:04:02:23:37:05,normal
User2,Execute,notepad.exe,1,9.54,2016:04:02:23:38:34,normal
User5,Write,SharedFile5,1,13.6,2016:04:02:23:40:12,normal
User1,Read,File2,1,27.98,2016:04:02:23:41:38,normal
User5,Close,SharedFile5,1,9.03,2016:04:02:23:44:35,normal
User1,Open,SharedFile5,1,7.18,2016:04:02:23:45:58,normal
User3,Execute,notepad.exe,1,12.59,2016:04:02:23:47:45,normal
User2,Copy,File2,1,29.99,2016:04:02:23:50:12,normal
User1,Write,File3,1,3.43,2016:04:02:23:55:07,normal
User5,Execute,cmd.exe,1,1.64,2016:04:02:23:58:58,normal
User2,Read,File1,1,43.24,2016:04:03:00:03:50,normal
User4,Execute,cmd.exe,1,1.57,2016:04:03:00:04:27,normal
User5,Execute,cmd.exe,1,1.69,2016:04:03:00:07:19,normal
User3,Write,File2,1,28.83,2016:04:03:00:08:48,normal
User1,Execute,cmd.exe,1,2.22,2016:04:03:00:09:08,normal
User3,Cut,File2,1,16.12,2016:04:03:00:10:31,normal
User1,Cut,File2,1,25.56,2016:04:03:00:11:24,normal
User5,Execute,notepad.exe,1,10.73,2016:04:03:00:12:53,normal
User3,Write,File1,1,43.49,2016:04:03:00:15:32,normal
User5,Execute,GChrome.exe,1,104.51,2016:04:03:00:20:31,normal
User4,Execute,ps.exe,1,105.79,2016:04:03:00:21:24,normal
User3,Execute,GChrome.exe,1,91.37,2016:04:03:00:23:58,normal
User1,Execute,wmp.exe,1,112.54,2016:04:03:00:24:11,normal
User3,Execute,ps.exe,1,110.58,2016:04:03:00:30:19,normal
User2,Execute,ps.exe,1,93.43,2016:04:03:00:33:37,normal
User5,Write,File1,1,46.01,2016:04:03:00:35:20,normal
User1,Cut,File3,1,1.98,2016:04:03:00:37:07,normal
User5,Close,SharedFile4,1,5.31,2016:04:03:00:38:39,normal
User3,Open,SharedFile4,1,17.2,2016:04:03:00:43:41,normal
User2,Delete,File3,1,3.73,2016:04:03:00:45:00,normal
User2,Execute,ps.exe,1,115.73,2016:04:03:00:46:54,normal
User5,Execute,cmd.exe,1,2.8,2016:04:03:00:47:46,normal
User3,Execute,notepad.exe,1,11.26,2016:04:03:00:48:36,normal
User4,Execute,cmd.exe,1,2.12,2016:04:03:00:49:50,normal
User5,Execute,cmd.exe,1,1.86,2016:04:03:00:51:15,normal
User3,Execute,ps.exe,1,95.66,2016:04:03:00:55:17,normal
User2,Delete,File3,1,3.25,2016:04:03:00:58:19,normal
User2,Execute,ps.exe,1,89.89,2016:04:03:00:59:09,normal
User5,Execute,GChrome.exe,1,112.68,2016:04:03:01:01:23,normal
User1,Execute,wmp.exe,1,115.66,2016:04:03:01:03:11,normal
User4,Execute,cmd.exe,1,1.13,2016:04:03:01:06:01,normal
User3,Execute,cmd.exe,1,2.67,2016:04:03:01:09:49,normal
User1,Execute,cmd.exe,1,2.51,2016:04:03:01:12:44,normal
User4,Write,File2,1,34.21,2016:04:03:01:16:08,normal
User4,Execute,GChrome.exe,1,84.16,2016:04:03:01:19:21,normal
User2,Execute,wmp.exe,1,111.4,2016:04:03:01:20:00,normal
User5,Execute,notepad.exe,1,9.47,2016:04:03:01:22:19,normal
User2,Copy,File3,1,2.47,2016:04:03:01:23:14,normal
User4,Execute,ps.exe,1,88.14,2016:04:03:01:29:53,normal
User3,Cut,File2,1,33.49,2016:04:03:01:30:35,normal
User4,Execute,ps.exe,1,55.95,2016:04:03:01:32:45,normal
User5,Execute,GChrome.exe,1,94.76,2016:04:03:01:33:34,normal
User1,Delete,File2,1,35.94,2016:04:03:01:36:01,normal
User2,Execute,wmp.exe,1,116.86,2016:04:03:01:39:09,normal
User3,Delete,File1,1,48.04,2016:04:03:01:40:15,normal
User1,Execute,cmd.exe,1,2.98,2016:04:03:01:41:39,normal
User2,Execute,GChrome.exe,1,107.77,2016:04:03:01:43:07,normal
User1,Execute,GChrome.exe,1,122.85,2016:04:03:01:44:47,normal
User3,Execute,cmd.exe,1,2.02,2016:04:03:01:52:56,normal
User2,Execute,notepad.exe,1,10.89,2016:04:03:01:54:10,normal
User1,Copy,File2,1,29.36,2016:04:03:01:57:52,normal
User5,Copy,File3,1,3.15,2016:04:03:01:58:18,normal
User1,Execute,wmp.exe,1,118.14,2016:04:03:02:00:09,normal
User3,Copy,SharedFile4,1,7.33,2016:04:03:02:02:06,normal
User2,Execute,notepad.exe,1,12.99,2016:04:03:02:03:24,normal
User1,Copy,File2,1,28.62,2016:04:03:02:08:03,normal
User4,Write,File2,1,23.42,2016:04:03:02:09:38,normal
User4,Execute,ps.exe,1,42.37,2016:04:03:02:12:33,normal
User3,Execute,GChrome.exe,1,130.49,2016:04:03:02:14:36,normal
User2,Execute,cmd.exe,1,2.22,2016:04:03:02:15:54,normal
User3,Execute,notepad.exe,1,12.79,2016:04:03:02:17:34,normal
User1,Execute,ps.exe,1,122.7,2016:04:03:02:19:40,normal
User2,Read,File1,1,50.07,2016:04:03:02:22:42,normal
User5,Execute,GChrome.exe,1,89.19,2016:04:03:02:27:10,normal
User2,Execute,ps.exe,1,71.99,2016:04:03:02:28:15,normal
User3,Execute,cmd.exe,1,2.84,2016:04:03:02:31:11,normal
User1,Execute,ps.exe,1,56.01,2016:04:03:02:33:19,normal
User3,Execute,ps.exe,1,75.55,2016:04:03:02:36:13,normal
User3,Execute,wmp.exe,1,120.81,2016:04:03:02:40:03,normal
User3,Read,File3,1,3.89,2016:04:03:02:44:58,normal
User5,Execute,GChrome.exe,1,110.14,2016:04:03:02:47:41,normal
User2,Execute,ps.exe,1,62.61,2016:04:03:02:48:20,normal
User5,Execute,ps.exe,1,30.94,2016:04:03:02:52:54,normal
User1,Copy,SharedFile5,1,10.76,2016:04:03:02:55:09,normal
User1,Execute,ps.exe,1,30.35,2016:04:03:02:56:33,normal
User1,Delete,File2,1,21.71,2016:04:03:02:58:21,normal
User1,Read,File2,1,40.26,2016:04:03:02:59:52,normal
User1,Delete,File1,1,34.38,2016:04:03:03:02:15,normal
User3,Copy,SharedFile4,1,10.84,2016:04:03:03:08:20,normal
User1,Cut,File1,1,32.23,2016:04:03:03:09:05,normal
User1,Execute,GChrome.exe,1,85.96,2016:04:03:03:10:40,normal
User3,Write,File1,1,41.37,2016:04:03:03:13:02,normal
User5,Execute,cmd.exe,1,1.2,2016:04:03:03:17:48,normal
User5,Execute,wmp.exe,1,114.62,2016:04:03:03:20:46,normal
User5,Write,File2,1,17.71,2016:04:03:03:21:15,normal
User3,Execute,notepad.exe,1,11.39,2016:04:03:03:23:54,normal
User2,Delete,File1,1,28.61,2016:04:03:03:25:51,normal
User4,Execute,GChrome.exe,1,110.78,2016:04:03:03:26:37,normal
User1,Execute,ps.exe,1,120.29,2016:04:03:03:34:25,normal
User2,Read,File1,1,32.42,2016:04:03:03:35:33,normal
User5,Read,File1,1,44.14,2016:04:03:03:36:40,normal
User2,Read,SharedFile6,1,7.38,2016:04:03:03:37:49,normal
User3,Copy,File3,1,1.73,2016:04:03:03:38:36,normal
User3,Delete,File1,1,30.04,2016:04:03:03:39:37,normal
User1,Execute,GChrome.exe,1,129.58,2016:04:03:03:40:47,normal
User2,Execute,cmd.exe,1,1.76,2016:04:03:03:43:41,normal
User2,Execute,ps.exe,1,123.25,2016:04:03:03:46:20,normal
User1,Execute,cmd.exe,1,1.77,2016:04:03:03:49:39,normal
User3,Execute,cmd.exe,1,1.3,2016:04:03:03:50:29,normal
User3,Read,SharedFile4,1,7.84,2016:04:03:03:53:01,normal
User5,Execute,ps.exe,1,73.1,2016:04:03:03:55:37,normal
User2,Execute,GChrome.exe,1,117.67,2016:04:03:03:58:56,normal
User2,Execute,wmp.exe,1,115.11,2016:04:03:04:01:25,normal
User1,Delete,File3,1,2.47,2016:04:03:04:03:08,normal
User5,Execute,cmd.exe,1,2.77,2016:04:03:04:04:14,normal
User4,Execute,ps.exe,1,43.09,2016:04:03:04:07:02,normal
User4,Execute,GChrome.exe,1,95.29,2016:04:03:04:08:25,normal
User1,Copy,SharedFile5,1,13.24,2016:04:03:04:15:12,normal
User4,Write,File1,1,38.48,2016:04:03:04:18:27,normal
User3,Delete,File3,1,2.9,2016:04:03:04:24:12,normal
User2,Execute,cmd.exe,1,2.24,2016:04:03:04:26:03,normal
User4,Execute,cmd.exe,1,2.22,2016:04:03:04:28:59,normal
User5,Execute,GChrome.exe,1,103.01,2016:04:03:04:32:47,normal
User2,Execute,cmd.exe,1,2.35,2016:04:03:04:33:39,normal
User4,Execute,cmd.exe,1,2.89,2016:04:03:04:34:07,normal
User5,Execute,ps.exe,1,39.57,2016:04:03:04:40:36,normal
User2,Write,File2,1,29.66,2016:04:03:04:43:00,normal
User4,Execute,GChrome.exe,1,128.95,2016:04:03:04:46:55,normal
User4,Write,File2,1,30.8,2016:04:03:04:47:08,normal
User4,Execute,wmp.exe,1,111.32,2016:04:03:04:48:14,normal
User4,Execute,cmd.exe,1,2.05,2016:04:03:04:51:29,normal
User4,Execute,GChrome.exe,1,123.83,2016:04:03:04:52:13,normal
User2,Read,SharedFile6,1,9.26,2016:04:03:04:53:01,normal
User1,Read,File1,1,36.52,2016:04:03:04:55:44,normal
User3,Read,File3,1,2.6,2016:04:03:04:57:29,normal
User2,Execute,ps.exe,1,77.33,2016:04:03:04:58:18,normal
User2,Execute,ps.exe,1,65.92,2016:04:03:04:59:50,normal
User2,Execute,notepad.exe,1,11.02,2016:04:03:05:01:58,normal
User5,Execute,ps.exe,1,90.16,2016:04:03:05:03:05,normal
User3,Execute,GChrome.exe,1,92.7,2016:04:03:05:04:11,normal
User5,Execute,wmp.exe,1,114.52,2016:04:03:05:06:50,normal
User4,Delete,File3,1,3.22,2016:04:03:05:08:20,normal
User1,Execute,notepad.exe,1,9.84,2016:04:03:05:14:49,normal
User4,Execute,ps.exe,1,101.99,2016:04:03:05:25:11,normal
User3,Execute,notepad.exe,1,10.02,2016:04:03:05:26:35,normal
User2,Execute,wmp.exe,1,115.55,2016:04:03:05:28:10,normal
User2,Execute,GChrome.exe,1,90.3,2016:04:03:05:30:05,normal
User1,Write,SharedFile5,1,12.63,2016:04:03:05:31:37,normal
User1,Read,File1,1,32.04,2016:04:03:05:32:09,normal
User4,Execute,notepad.exe,1,9.98,2016:04:03:05:34:47,normal
User4,Delete,File2,1,40.03,2016:04:03:05:35:58,normal
User4,Cut,File1,1,39.38,2016:04:03:05:38:52,normal
User1,Execute,wmp.exe,1,113.8,2016:04:03:05:40:03,normal
User4,Delete,File1,1,31.87,2016:04:03:05:41:38,normal
User3,Copy,SharedFile4,1,10.71,2016:04:03:05:43:42,normal
User2,Copy,File1,1,49.75,2016:04:03:05:44:25,normal
User1,Execute,ps.exe,1,52.94,2016:04:03:05:47:53,normal
User3,Execute,ps.exe,1,113.87,2016:04:03:05:48:24,normal
User2,Delete,File1,1,39.7,2016:04:03:05:49:58,normal
User2,Read,SharedFile6,1,6.19,2016:04:03:05:52:37,normal
User4,Copy,File1,1,38.55,2016:04:03:05:57:35,normal
User3,Delete,File2,1,37.69,2016:04:03:06:00:26,normal
User1,Read,File2,1,29.85,2016:04:03:06:02:29,normal
User5,Execute,ps.exe,1,88.06,2016:04:03:06:05:08,normal
User1,Execute,wmp.exe,1,110.28,2016:04:03:06:06:35,normal
User4,Execute,wmp.exe,1,110.85,2016:04:03:06:08:53,normal
User2,Write,File1,1,34.37,2016:04:03:06:09:54,normal
User2,Write,File2,1,17.54,2016:04:03:06:10:51,normal
User3,Copy,File2,1,39.94,2016:04:03:06:13:31,normal
User2,Execute,ps.exe,1,65.02,2016:04:03:06:16:15,normal
User3,Execute,notepad.exe,1,12.96,2016:04:03:06:18:18,normal
User5,Execute,ps.exe,1,38.12,2016:04:03:06:19:50,normal
User3,Execute,GChrome.exe,1,119.33,2016:04:03:06:24:36,normal
User5,Execute,cmd.exe,1,2.66,2016:04:03:06:25:48,normal
User1,Execute,GChrome.exe,1,130.81,2016:04:03:06:26:03,normal
User5,Read,File1,1,36.06,2016:04:03:06:27:39,normal
User5,Copy,File3,1,1.05,2016:04:03:06:28:21,normal
User1,Write,SharedFile5,1,12.27,2016:04:03:06:31:36,normal
User3,Execute,ps.exe,1,123.04,2016:04:03:06:34:12,normal
User1,Write,File3,1,2.45,2016:04:03:06:35:55,normal
User4,Cut,File2,1,27.65,2016:04:03:06:38:19,normal
User3,Execute,wmp.exe,1,113.86,2016:04:03:06:40:29,normal
User3,Read,File3,1,2.94,2016:04:03:06:42:56,normal
User5,Execute,ps.exe,1,58.08,2016:04:03:06:43:34,normal
User5,Copy,File3,1,3.36,2016:04:03:06:47:39,normal
User2,Close,SharedFile6,1,15.6,2016:04:03:06:48:39,normal
User4,Read,File2,1,34.08,2016:04:03:06:50:56,normal
User1,Delete,File1,1,49.25,2016:04:03:06:53:56,normal
User3,Open,SharedFile6,1,20.91,2016:04:03:06:54:02,normal
User1,Execute,GChrome.exe,1,89.56,2016:04:03:06:55:38,normal
User4,Execute,cmd.exe,1,2.64,2016:04:03:06:57:05,normal
User1,Execute,ps.exe,1,123.69,2016:04:03:06:58:11,normal
User5,Write,File3,1,2.95,2016:04:03:06:59:32,normal
User3,Execute,ps.exe,1,74.06,2016:04:03:07:02:38,normal
User5,Copy,File1,1,49.67,2016:04:03:07:03:36,normal
User1,Copy,File1,1,49.09,2016:04:03:07:08:13,normal
User1,Execute,ps.exe,1,126.85,2016:04:03:07:11:29,normal
User5,Copy,File3,1,1.86,2016:04:03:07:14:08,normal
User2,Write,File2,1,32.6,2016:04:03:07:19:53,normal
User2,Read,File2,1,35.69,2016:04:03:07:22:50,normal
User3,Execute,GChrome.exe,1,90.99,2016:04:03:07:23:13,normal
User3,Copy,SharedFile4,1,10.77,2016:04:03:07:25:11,normal
User2,Execute,ps.exe,1,106.55,2016:04:03:07:28:12,normal
User4,Execute,notepad.exe,1,9.84,2016:04:03:07:30:22,normal
User3,Execute,wmp.exe,1,112.51,2016:04:03:07:31:30,normal
User1,Execute,GChrome.exe,1,105.99,2016:04:03:07:36:56,normal
User4,Delete,File1,1,32.89,2016:04:03:07:38:36,normal
User4,Execute,notepad.exe,1,11.5,2016:04:03:07:40:11,normal
User4,Execute,ps.exe,1,119.51,2016:04:03:07:42:49,normal
User3,Copy,File1,1,45.16,2016:04:03:07:44:23,normal
User1,Execute,notepad.exe,1,10.55,2016:04:03:07:47:05,normal
User2,Copy,File3,1,1.99,2016:04:03:07:48:46,normal
User4,Cut,File2,1,27.89,2016:04:03:07:49:54,normal
User4,Cut,File2,1,22.58,2016:04:03:07:50:03,normal
User5,Execute,notepad.exe,1,9.83,2016:04:03:07:53:29,normal
User2,Cut,File2,1,29.6,2016:04:03:07:56:13,normal
User1,Execute,GChrome.exe,1,116.84,2016:04:03:07:58:44,normal
User2,Read,File1,1,50.99,2016:04:03:07:59:23,normal
User4,Cut,File2,1,21.03,2016:04:03:08:04:26,normal
User4,Execute,ps.exe,1,106.03,2016:04:03:08:05:04,normal
User5,Execute,ps.exe,1,77.57,2016:04:03:08:06:04,normal
User4,Read,File2,1,33.79,2016:04:03:08:09:30,normal
User5,Execute,wmp.exe,1,116.43,2016:04:03:08:11:30,normal
User1,Read,SharedFile5,1,14.01,2016:04:03:08:14:46,normal
User5,Delete,File2,1,19.33,2016:04:03:08:15:16,normal
User3,Execute,ps.exe,1,122.67,2016:04:03:08:16:03,normal
User3,Execute,notepad.exe,1,10.78,2016:04:03:08:19:35,normal
User1,Execute,notepad.exe,1,12.67,2016:04:03:08:20:46,normal
User3,Read,SharedFile6,1,10.96,2016:04:03:08:23:26,normal
User1,Execute,ps.exe,1,39.92,2016:04:03:08:29:42,normal
User1,Delete,File1,1,42.51,2016:04:03:08:33:45,normal
User4,Copy,File3,1,2,2016:04:03:08:36:21,normal
User2,Read,File1,1,47.11,2016:04:03:08:37:36,normal
User5,Delete,File3,1,2.11,2016:04:03:08:41:35,normal
User3,Execute,notepad.exe,1,10.04,2016:04:03:08:43:38,normal
User3,Read,SharedFile6,1,5.91,2016:04:03:08:46:01,normal
User1,Write,SharedFile5,1,11.13,2016:04:03:08:48:50,normal
User4,Delete,File2,1,22.01,2016:04:03:08:54:06,normal
User3,Execute,notepad.exe,1,9.13,2016:04:03:08:56:56,normal
User4,Execute,notepad.exe,1,12.96,2016:04:03:09:00:45,normal
User3,Execute,GChrome.exe,1,121.08,2016:04:03:09:01:57,normal
User2,Execute,notepad.exe,1,9.25,2016:04:03:09:03:16,normal
User5,Write,File1,1,29.02,2016:04:03:09:04:21,normal
User1,Execute,GChrome.exe,1,123.45,2016:04:03:09:10:00,normal
User3,Read,SharedFile6,1,7.58,2016:04:03:09:11:43,normal
User3,Write,SharedFile4,1,9.38,2016:04:03:09:15:44,normal
User5,Execute,cmd.exe,1,1.06,2016:04:03:09:16:46,normal
User2,Execute,GChrome.exe,1,110.07,2016:04:03:09:17:26,normal
User1,Execute,GChrome.exe,1,125.5,2016:04:03:09:18:26,normal
User4,Execute,notepad.exe,1,9.65,2016:04:03:09:19:00,normal
User5,Execute,ps.exe,1,94.08,2016:04:03:09:20:17,normal
User3,Execute,GChrome.exe,1,93.76,2016:04:03:09:27:30,normal
User3,Read,File1,1,37.19,2016:04:03:09:30:10,normal
User3,Read,File2,1,18.1,2016:04:03:09:31:39,normal
User3,Copy,File1,1,44.32,2016:04:03:09:33:52,normal
User3,Execute,cmd.exe,1,1.36,2016:04:03:09:36:54,normal
User3,Execute,ps.exe,1,118.62,2016:04:03:09:39:02,normal
User1,Execute,notepad.exe,1,10.24,2016:04:03:09:40:23,normal
User1,Delete,File1,1,39.52,2016:04:03:09:43:46,normal
User3,Execute,ps.exe,1,59.85,2016:04:03:09:44:41,normal
User5,Execute,ps.exe,1,115.36,2016:04:03:09:48:02,normal
User2,Read,File2,1,16.07,2016:04:03:09:50:36,normal
User4,Execute,ps.exe,1,64.22,2016:04:03:09:53:56,normal
User1,Execute,wmp.exe,1,119.14,2016:04:03:09:57:01,normal
User4,Read,File1,1,37.42,2016:04:03:09:58:32,normal
User4,Write,File3,1,2.77,2016:04:03:10:01:05,normal
User1,Execute,notepad.exe,1,11.59,2016:04:03:10:02:46,normal
User3,Copy,File2,1,29.66,2016:04:03:10:05:48,normal
User3,Execute,wmp.exe,1,111.04,2016:04:03:10:07:38,normal
User4,Execute,wmp.exe,1,113.88,2016:04:03:10:09:28,normal
User4,Execute,wmp.exe,1,116.13,2016:04:03:10:13:54,normal
User2,Execute,notepad.exe,1,12.97,2016:04:03:10:15:38,normal
User5,Execute,ps.exe,1,32.33,2016:04:03:10:16:35,normal
User1,Copy,File3,1,1.68,2016:04:03:10:17:49,normal
User1,Execute,ps.exe,1,73.18,2016:04:03:10:19:20,normal
User2,Execute,ps.exe,1,60.45,2016:04:03:10:21:18,normal
User5,Execute,notepad.exe,1,9.05,2016:04:03:10:22:34,normal
User4,Execute,ps.exe,1,64.86,2016:04:03:10:24:49,normal
User5,Execute,GChrome.exe,1,107.15,2016:04:03:10:27:45,normal
User1,Execute,cmd.exe,1,1.6,2016:04:03:10:28:19,normal
User5,Copy,File3,1,3.47,2016:04:03:10:31:24,normal
User3,Delete,File1,1,44.5,2016:04:03:10:32:56,normal
User5,Execute,cmd.exe,1,2.29,2016:04:03:10:36:53,normal
User4,Read,File1,1,29.78,2016:04:03:10:38:23,normal
User5,Read,File1,1,48.08,2016:04:03:10:42:11,normal
User2,Read,File1,1,43.91,2016:04:03:10:43:11,normal
User3,Cut,File2,1,37.38,2016:04:03:10:45:02,normal
User5,Execute,wmp.exe,1,113.65,2016:04:03:10:46:53,normal
User2,Execute,notepad.exe,1,10.92,2016:04:03:10:51:19,normal
User2,Execute,notepad.exe,1,10.82,2016:04:03:10:52:02,normal
User1,Write,File3,1,1.29,2016:04:03:10:56:00,normal
User2,Execute,cmd.exe,1,2.8,2016:04:03:11:00:33,normal
User1,Execute,cmd.exe,1,1.16,2016:04:03:11:01:23,normal
User1,Execute,ps.exe,1,68.05,2016:04:03:11:03:18,normal
User3,Execute,wmp.exe,1,114.28,2016:04:03:11:05:20,normal
User5,Execute,wmp.exe,1,120.84,2016:04:03:11:08:46,normal
User2,Delete,File2,1,38.78,2016:04:03:11:11:00,normal
User1,Execute,GChrome.exe,1,113.68,2016:04:03:11:12:46,normal
User5,Execute,GChrome.exe,1,84.44,2016:04:03:11:13:27,normal
User1,Execute,ps.exe,1,84.05,2016:04:03:11:17:31,normal
User5,Execute,ps.exe,1,114.5,2016:04:03:11:19:01,normal
User1,Execute,ps.exe,1,126.7,2016:04:03:11:20:18,normal
User4,Execute,GChrome.exe,1,89.56,2016:04:03:11:21:18,normal
User3,Write,File3,1,1.12,2016:04:03:11:25:45,normal
User1,Copy,File1,1,46.37,2016:04:03:11:26:40,normal
User1,Execute,cmd.exe,1,2.65,2016:04:03:11:29:10,normal
User1,Execute,notepad.exe,1,11.38,2016:04:03:11:32:30,normal
User5,Write,File2,1,27.94,2016:04:03:11:38:46,normal
User3,Execute,ps.exe,1,113.92,2016:04:03:11:41:50,normal
User5,Copy,File2,1,27.21,2016:04:03:11:42:58,normal
User2,Delete,File3,1,2.4,2016:04:03:11:43:38,normal
User4,Write,File2,1,32.98,2016:04:03:11:47:19,normal
User2,Execute,cmd.exe,1,2.59,2016:04:03:11:48:37,normal
User3,Cut,File2,1,37.15,2016:04:03:11:53:03,normal
User2,Execute,notepad.exe,1,10.41,2016:04:03:11:56:53,normal
User1,Execute,notepad.exe,1,9.58,2016:04:03:11:57:50,normal
User5,Copy,File1,1,46.46,2016:04:03:11:59:56,normal
User4,Execute,cmd.exe,1,1.22,2016:04:03:12:00:01,normal
User3,Close,SharedFile6,1,15.14,2016:04:03:12:04:19,normal
User1,Copy,File2,1,34.71,2016:04:03:12:06:24,normal
User3,Execute,wmp.exe,1,115.37,2016:04:03:12:07:11,normal
User3,Execute,wmp.exe,1,119.79,2016:04:03:12:11:08,normal
User4,Open,SharedFile6,1,8.74,2016:04:03:12:12:38,normal
User5,Execute,cmd.exe,1,2.81,2016:04:03:12:14:28,normal
User3,Execute,notepad.exe,1,11.75,2016:04:03:12:15:18,normal
User4,Execute,GChrome.exe,1,129.6,2016:04:03:12:18:52,normal
User5,Execute,wmp.exe,1,120.49,2016:04:03:12:19:02,normal
User2,Write,File1,1,36.66,2016:04:03:12:22:16,normal
User4,Delete,File1,1,32.75,2016:04:03:12:23:52,normal
User5,Execute,ps.exe,1,87.59,2016:04:03:12:24:07,normal
User3,Write,File2,1,32.21,2016:04:03:12:25:13,normal
User3,Read,SharedFile4,1,5.31,2016:04:03:12:28:05,normal
User5,Read,File2,1,20.19,2016:04:03:12:29:33,normal
User3,Copy,File2,1,36.36,2016:04:03:12:31:48,normal
User5,Cut,File1,1,31.06,2016:04:03:12:33:05,normal
User3,Delete,File3,1,3.4,2016:04:03:12:39:48,normal
User3,Delete,File1,1,42.9,2016:04:03:12:43:23,normal
User4,Read,SharedFile6,1,6.5,2016:04:03:12:46:24,normal
User3,Execute,cmd.exe,1,1.99,2016:04:03:12:47:35,normal
User5,Delete,File1,1,28.36,2016:04:03:12:49:56,normal
User4,Execute,ps.exe,1,102.11,2016:04:03:12:51:06,normal
User5,Execute,ps.exe,1,73.64,2016:04:03:12:52:45,normal
User1,Cut,File2,1,16.83,2016:04:03:12:54:42,normal
User3,Copy,SharedFile4,1,7.57,2016:04:03:12:57:35,normal
User3,Execute,wmp.exe,1,112.41,2016:04:03:13:00:06,normal
User4,Execute,cmd.exe,1,1.66,2016:04:03:13:02:00,normal
User1,Cut,File2,1,32.32,2016:04:03:13:07:45,normal
User2,Execute,notepad.exe,1,10.55,2016:04:03:13:08:31,normal
User5,Execute,GChrome.exe,1,101.51,2016:04:03:13:09:37,normal
User3,Write,SharedFile4,1,7.61,2016:04:03:13:11:52,normal
User1,Copy,File2,1,25.6,2016:04:03:13:12:58,normal
User4,Cut,File1,1,37.84,2016:04:03:13:17:39,normal
User2,Cut,File2,1,32.28,2016:04:03:13:18:03,normal
User1,Execute,cmd.exe,1,2.07,2016:04:03:13:19:11,normal
User1,Execute,cmd.exe,1,2.34,2016:04:03:13:21:55,normal
User2,Write,File3,1,1.56,2016:04:03:13:22:58,normal
User4,Read,File2,1,15.89,2016:04:03:13:25:32,normal
User5,Execute,ps.exe,1,80.04,2016:04:03:13:28:20,normal
User2,Write,File1,1,33.85,2016:04:03:13:29:44,normal
User5,Delete,File3,1,3.08,2016:04:03:13:37:42,normal
User1,Cut,File2,1,30.68,2016:04:03:13:40:12,normal
User3,Read,File2,1,18.85,2016:04:03:13:44:42,normal
User1,Execute,notepad.exe,1,9.47,2016:04:03:13:49:28,normal
User2,Execute,cmd.exe,1,2.72,2016:04:03:13:56:11,normal
User4,Delete,File1,1,46.36,2016:04:03:13:59:49,normal
User1,Execute,cmd.exe,1,2.7,2016:04:03:14:00:53,normal
User5,Execute,notepad.exe,1,11.31,2016:04:03:14:03:25,normal
User5,Copy,File2,1,38.82,2016:04:03:14:04:58,normal
User5,Execute,cmd.exe,1,2.4,2016:04:03:14:08:44,normal
User3,Write,File2,1,30.17,2016:04:03:14:11:29,normal
User2,Write,File1,1,31.99,2016:04:03:14:12:34,normal
User2,Execute,cmd.exe,1,1.04,2016:04:03:14:15:19,normal
User4,Execute,ps.exe,1,125.09,2016:04:03:14:16:51,normal
User2,Execute,ps.exe,1,111.01,2016:04:03:14:19:18,normal
User4,Cut,File2,1,15.26,2016:04:03:14:23:19,normal
User1,Copy,File3,1,1.55,2016:04:03:14:24:31,normal
User4,Read,File1,1,38.47,2016:04:03:14:27:03,normal
User5,Execute,cmd.exe,1,2.48,2016:04:03:14:29:04,normal
User2,Execute,notepad.exe,1,12.74,2016:04:03:14:32:23,normal
